chrom	source	feature	pos1	pos2	strand	gene_id	gene_name	gene_type	all_padj	p1_padj	12w_padj
chr11	HAVANA	gene	51600100	51606847	-	ENSMUSG00000020358.17	Hnrnpab	protein_coding	0.993843546767137	0.428318061456261	0.983701563984405
chr5	HAVANA	gene	138194314	138195621	+	ENSMUSG00000049285.4	Mblac1	protein_coding	0.993843826688176	0.998222184904334	0.96166267562485
chr2	HAVANA	gene	134594185	134644145	-	ENSMUSG00000034723.11	Tmx4	protein_coding	0.993845442757074	0.996669071563157	0.958506747215643
chr6	HAVANA	gene	36846022	37300184	-	ENSMUSG00000038665.15	Dgki	protein_coding	0.9938454989135	0.99318462064528	NA
chr18	ENSEMBL	gene	31634371	31723061	+	ENSMUSG00000024260.13	Sap130	protein_coding	0.993846890485012	0.996712466015399	0.961428340999477
chr5	HAVANA	gene	107478526	107479080	-	ENSMUSG00000089628.1	AC134411.3	processed_pseudogene	0.993847023102925	0.997360826589754	0.966287121243126
chr4	HAVANA	gene	25248600	25281821	-	ENSMUSG00000040359.14	Ufl1	protein_coding	0.993847035683808	0.996225553169523	0.979032560707635
chr2	HAVANA	gene	105126529	105173616	+	ENSMUSG00000016458.14	Wt1	protein_coding	0.993847300812978	0.997593089478407	0.965797105033876
chr4	HAVANA	gene	41941572	41943124	+	ENSMUSG00000078747.9	RP23-304I1.3	protein_coding	0.993848615972601	0.996031558138898	NA
chr11	HAVANA	gene	76679808	76698664	+	ENSMUSG00000046275.2	Tusc5	protein_coding	0.993848771394002	0.993704579466943	0.980346586134531
chr10	HAVANA	gene	80138632	80145818	+	ENSMUSG00000003072.15	Atp5d	protein_coding	0.993850201915064	0.966334820906959	0.958924335056044
chr14	HAVANA	gene	48446124	48524246	+	ENSMUSG00000036339.18	Tmem260	protein_coding	0.993851745908275	0.997258342162003	0.958883510367665
chr15	HAVANA	gene	76710623	76717699	+	ENSMUSG00000033728.14	Lrrc14	protein_coding	0.993851940403076	0.995969983131521	0.965906995433781
chr2	HAVANA	gene	13004365	13007600	+	ENSMUSG00000104459.1	RP23-415C3.6	TEC	0.993852787361762	0.999771178269531	0.961164185465713
chr13	HAVANA	gene	63508328	63573598	-	ENSMUSG00000021466.12	Ptch1	protein_coding	0.993855221527637	0.994799266728593	0.979946793930738
chr15	HAVANA	gene	66891320	66923201	+	ENSMUSG00000005124.10	Wisp1	protein_coding	0.993855424804215	0.99982699594205	0.959725351575624
chr3	HAVANA	gene	157888465	157888874	-	ENSMUSG00000104862.1	RP23-287M3.3	processed_pseudogene	0.993855796144534	0.995306344191632	NA
chr13	HAVANA	gene	21945094	21960779	+	ENSMUSG00000006720.16	Zfp184	protein_coding	0.993856069682549	0.954043080048677	0.995750426228885
chr12	HAVANA	gene	105453856	105493095	+	ENSMUSG00000094910.1	RP23-158M23.2	protein_coding	0.993856152367515	0.994596664700439	0.979695186016982
chr4	HAVANA	gene	155768149	155774698	-	ENSMUSG00000042116.3	Vwa1	protein_coding	0.993856780364983	0.997268437500976	0.958727073806665
chr5	HAVANA	gene	90903871	90905938	+	ENSMUSG00000058427.10	Cxcl2	protein_coding	0.993856843210034	NA	NA
chr1	HAVANA	gene	8791923	8792162	-	ENSMUSG00000084353.1	AC163389.1	processed_pseudogene	0.993856864111534	0.980581387253338	0.987888681175553
chr1	HAVANA	gene	131910534	131936321	+	ENSMUSG00000026434.12	Nucks1	protein_coding	0.993856870418133	0.999855963943805	0.961575766005891
chr7	HAVANA	gene	81114799	81170416	+	ENSMUSG00000025726.11	Slc28a1	protein_coding	0.993857158193856	0.993176452841982	0.999265257600272
chr5	HAVANA	gene	21543559	21575904	+	ENSMUSG00000039883.5	Lrrc17	protein_coding	0.993857680404739	0.504338193007219	0.968731840463759
chr3	HAVANA	gene	76074270	76710019	+	ENSMUSG00000034098.14	Fstl5	protein_coding	0.993858150414275	0.692912259109865	NA
chr7	HAVANA	gene	123982869	124398989	+	ENSMUSG00000078591.1	Hs3st4	protein_coding	0.993858600725447	NA	NA
chr13	HAVANA	gene	47084775	47106201	-	ENSMUSG00000021377.15	Dek	protein_coding	0.993858758663316	0.998130022873263	0.966353118578132
chr6	HAVANA	gene	71493894	71510881	+	ENSMUSG00000052656.12	Rnf103	protein_coding	0.993858931532034	0.997202738379078	0.959351816822729
chrX	HAVANA	gene	61709497	61710955	+	ENSMUSG00000057615.5	Ldoc1	protein_coding	0.993858993445219	0.88883614899338	NA
chr5	HAVANA	gene	110259130	110269913	-	ENSMUSG00000029500.16	Pgam5	protein_coding	0.993859652520842	0.996488342193737	0.960419467541256
chr5	HAVANA	gene	23434441	23504235	+	ENSMUSG00000029004.15	Kmt2e	protein_coding	0.993859985918335	0.997878383906824	0.960307268394029
chr18	HAVANA	gene	62977836	62999450	+	ENSMUSG00000024581.12	Napg	protein_coding	0.993860238280484	0.998673487670238	0.966436184376704
chr7	HAVANA	gene	141297180	141327690	-	ENSMUSG00000058886.9	Deaf1	protein_coding	0.993860587493171	0.99866758749851	0.960436786588538
chr11	HAVANA	gene	23736847	23770970	-	ENSMUSG00000020275.9	Rel	protein_coding	0.993860658911513	0.995895957832361	0.958651988248277
chr6	HAVANA	gene	145931641	145965223	+	ENSMUSG00000030255.13	Sspn	protein_coding	0.993861272940534	0.999417284615389	0.937702608795984
chr2	HAVANA	gene	148789361	148793546	+	ENSMUSG00000027443.10	Cst12	protein_coding	0.993861933091556	0.996179713775223	NA
chr11	HAVANA	gene	72494919	72550506	-	ENSMUSG00000020798.14	Spns3	protein_coding	0.993862509628543	0.995453250571534	0.766754589678054
chr7	HAVANA	gene	25516042	25539857	-	ENSMUSG00000054385.14	Ceacam2	protein_coding	0.993862524153213	NA	0.962952642261795
chr18	ENSEMBL	gene	7347962	7626863	-	ENSMUSG00000057440.7	Mpp7	protein_coding	0.993863952685933	0.995716973631877	0.958913321567849
chr3	HAVANA	gene	133091840	133110988	+	ENSMUSG00000028016.9	Ints12	protein_coding	0.993864492769867	0.999714896714407	0.96238607332156
chr17	HAVANA	gene	28399095	28517524	-	ENSMUSG00000024222.16	Fkbp5	protein_coding	0.993865036080082	0.996801339028671	0.961665637083416
chr7	HAVANA	gene	64284808	64288210	-	ENSMUSG00000108472.1	RP23-84M17.5	TEC	0.993865325592261	NA	NA
chr7	HAVANA	gene	128523616	128546981	+	ENSMUSG00000030847.8	Bag3	protein_coding	0.993865440353173	0.994578693954272	0.975763954234066
chr8	HAVANA	gene	95420249	95434869	-	ENSMUSG00000031796.7	Cfap20	protein_coding	0.993866372414958	0.987837052865493	0.997001100868174
chr7	HAVANA	gene	13032010	13034807	-	ENSMUSG00000033916.5	Chmp2a	protein_coding	0.993866806679637	0.996537400503842	0.959302896242389
chr7	HAVANA	gene	109438618	109444893	+	ENSMUSG00000085407.1	AC124457.2	antisense	0.993867285245194	NA	NA
chr19	HAVANA	gene	6535845	6543019	-	ENSMUSG00000061742.11	Slc22a12	protein_coding	0.993867286182298	0.994799585315947	0.968635248796428
chr14	HAVANA	gene	73518877	73548242	-	ENSMUSG00000033405.4	Nudt15	protein_coding	0.993867421443194	0.957110906280494	0.983008161868056
chr2	HAVANA	gene	43748824	44395953	+	ENSMUSG00000049744.15	Arhgap15	protein_coding	0.993867684595843	0.999255326082352	0.960329499638386
chrX	HAVANA	gene	33505661	33507010	+	ENSMUSG00000079297.4	RP23-191G17.4	processed_pseudogene	0.993868157550657	0.995570820364805	0.972452724539361
chr1	HAVANA	gene	33852052	33907816	-	ENSMUSG00000042182.16	Bend6	protein_coding	0.993868195861781	0.998477645828298	0.96007969071513
chr1	HAVANA	gene	155127277	155146814	-	ENSMUSG00000026471.14	Mr1	protein_coding	0.993869374908359	0.998540495819719	0.960793091730025
chr10	HAVANA	gene	88730858	88744094	+	ENSMUSG00000060904.14	Arl1	protein_coding	0.993869610152135	0.420081751152387	0.97985911269941
chr15	HAVANA	gene	58314573	58324169	-	ENSMUSG00000022357.2	Klhl38	protein_coding	0.993870364021942	0.913296703543641	0.972589601682128
chr5	HAVANA	gene	53466152	53657362	+	ENSMUSG00000039191.12	Rbpj	protein_coding	0.993870377562157	0.994447011696225	0.959281879155081
chr9	HAVANA	gene	21968711	21989446	-	ENSMUSG00000040146.9	Rgl3	protein_coding	0.993870606207253	0.999128993682304	0.958804797352387
chr14	HAVANA	gene	51884842	51893039	+	ENSMUSG00000004561.14	Mettl17	protein_coding	0.993870724736295	0.982715178037786	0.988064622543076
chr1	HAVANA	gene	105518422	105663677	-	ENSMUSG00000056536.14	Pign	protein_coding	0.993871869822434	0.999103988958119	0.960686178762395
chrX	HAVANA	gene	38196573	38252439	-	ENSMUSG00000036502.14	Tmem255a	protein_coding	0.993872047588891	0.995992554757441	0.966127217781758
chr19	HAVANA	gene	29808400	29812974	-	ENSMUSG00000074909.4	Ranbp6	protein_coding	0.993872933490781	0.99607056910434	0.960531362107985
chr11	HAVANA	gene	116142285	116168166	-	ENSMUSG00000020776.18	Fbf1	protein_coding	0.993873401181158	0.999042816425554	0.962871938812906
chr14	HAVANA	gene	28508074	28511392	-	ENSMUSG00000097002.1	RP24-345B5.3	antisense	0.993873445095381	NA	NA
chr7	HAVANA	gene	18396516	18400865	-	ENSMUSG00000109209.1	RP23-229E19.4	TEC	0.993873503433909	NA	0.993911109821003
chr13	HAVANA	gene	112660751	112738749	+	ENSMUSG00000047789.5	Slc38a9	protein_coding	0.993873649670053	0.999143420593281	0.960165405201565
chr5	HAVANA	gene	138161071	138164646	+	ENSMUSG00000019494.14	Cops6	protein_coding	0.993874851194612	0.998410763555622	0.961309355355777
chr6	HAVANA	gene	97807052	98021349	+	ENSMUSG00000035158.15	Mitf	protein_coding	0.993875559748737	0.998609483197455	0.960288672486877
chr1	HAVANA	gene	171018920	171029761	+	ENSMUSG00000059089.4	Fcgr4	protein_coding	0.993875596230833	0.996999873782446	0.962916070322131
chr6	HAVANA	gene	70663275	70663895	+	ENSMUSG00000095335.2	Igkv3-5	IG_V_gene	0.993875718078058	NA	0.95924482386449
chr12	HAVANA	gene	59043092	59061472	-	ENSMUSG00000020993.9	Trappc6b	protein_coding	0.993876784116126	0.996326895749511	0.980144164241633
chr8	HAVANA	gene	122424776	122432930	-	ENSMUSG00000006519.11	Cyba	protein_coding	0.993877401212971	0.993626860418099	0.958974598479041
chr11	HAVANA	gene	96281905	96285315	+	ENSMUSG00000056648.5	Hoxb8	protein_coding	0.993877640164733	0.993453606669405	0.437678035349204
chr1	HAVANA	gene	9798107	9900845	+	ENSMUSG00000025915.14	Sgk3	protein_coding	0.993877760027796	0.998618828844546	0.961628363775109
chr2	HAVANA	gene	25466709	25470046	-	ENSMUSG00000015090.13	Ptgds	protein_coding	0.993878007039503	0.929534646592823	0.257474270286931
chr18	HAVANA	gene	4331327	4353015	-	ENSMUSG00000024235.10	Map3k8	protein_coding	0.99387971235012	0.998030973403039	0.961557510115437
chr8	HAVANA	gene	87661810	87959595	-	ENSMUSG00000045333.15	Zfp423	protein_coding	0.993880682348785	0.998046472652863	0.960733691821975
chr13	HAVANA	gene	21831767	21832196	-	ENSMUSG00000069305.3	Hist1h4n	protein_coding	0.993880826508763	NA	NA
chr1	HAVANA	gene	24177610	24252684	+	ENSMUSG00000026147.16	Col9a1	protein_coding	0.993882027408646	0.991474403644353	NA
chr13	HAVANA	gene	100144063	100202092	-	ENSMUSG00000078945.10	Naip2	protein_coding	0.99388367102217	0.993605661286352	0.988187762726472
chr16	HAVANA	gene	18069214	18070362	+	ENSMUSG00000089979.1	RP23-428I4.3	processed_transcript	0.993884009889457	NA	0.997144288831673
chr13	HAVANA	gene	99396924	99412876	-	ENSMUSG00000097828.2	RP24-186F6.5	processed_transcript	0.993884950346085	0.995999490735849	0.972396496803044
chr18	HAVANA	gene	37513621	37518325	+	ENSMUSG00000044022.5	Pcdhb21	protein_coding	0.993884994804905	0.990764835814695	NA
chr15	HAVANA	gene	59210908	59211717	+	ENSMUSG00000025922.9	RP23-382O21.1	processed_pseudogene	0.993886823811137	0.990023262348205	0.995322685041896
chr9	HAVANA	gene	105395392	105412229	+	ENSMUSG00000032567.15	Aste1	protein_coding	0.993888624777226	0.995516224450537	0.959289260122592
chr16	HAVANA	gene	25959288	26105784	-	ENSMUSG00000038168.5	P3h2	protein_coding	0.993890251323321	0.99757322319277	0.962352698846035
chrX	HAVANA	gene	74409483	74429194	-	ENSMUSG00000031400.10	G6pdx	protein_coding	0.993890425983034	0.84677862687641	0.994080853653967
chr9	HAVANA	gene	75037614	75060313	+	ENSMUSG00000007656.13	Arpp19	protein_coding	0.993890562067304	0.997058769894821	0.959770103629835
chr12	ENSEMBL	gene	54696782	54696945	+	ENSMUSG00000096349.1	Gm22513	snRNA	0.993891452477848	0.998510390049756	0.960556808313849
chr1	HAVANA	gene	165174337	165194438	-	ENSMUSG00000040848.11	Sft2d2	protein_coding	0.993892100538915	0.999244630496234	0.96591808654472
chr5	HAVANA	gene	139252324	139270051	+	ENSMUSG00000025858.12	Get4	protein_coding	0.993892511597974	0.976751399108807	0.959151399156467
chr17	HAVANA	gene	17402672	17459387	+	ENSMUSG00000047786.12	Lix1	protein_coding	0.993893415201564	0.995662975055663	0.965250101998582
chr2	HAVANA	gene	35400179	35463231	-	ENSMUSG00000035778.17	Ggta1	protein_coding	0.993895016805419	0.812739302905089	0.979114207669997
chrX	HAVANA	gene	69605496	69606245	-	ENSMUSG00000082926.3	RP23-34D17.1	processed_pseudogene	0.993895081464996	0.995608944153661	NA
chr6	HAVANA	gene	37806086	37806550	+	ENSMUSG00000080242.5	RP23-459F14.1	processed_pseudogene	0.993895820433805	0.906611554789324	0.959102813387909
chr2	HAVANA	gene	73816509	73892639	-	ENSMUSG00000027104.18	Atf2	protein_coding	0.993897049688052	0.995308584905296	0.95968216743433
chr11	HAVANA	gene	89982665	90002894	-	ENSMUSG00000020553.8	Pctp	protein_coding	0.993900568969418	0.987846922383065	0.994335421431368
chr4	HAVANA	gene	117926162	117929763	-	ENSMUSG00000028539.14	Artn	protein_coding	0.99390058355	0.995832601356729	0.972843415369738
chr1	HAVANA	gene	162004969	162016494	+	ENSMUSG00000090260.1	AC120180.3	antisense	0.993900757786467	0.994364083910392	NA
chr12	HAVANA	gene	85288591	85299358	+	ENSMUSG00000045064.4	Zc2hc1c	protein_coding	0.993901183817091	0.993975013613815	0.987591144042035
chr1	HAVANA	gene	173350879	173466040	+	ENSMUSG00000037860.15	Aim2	protein_coding	0.993901465835693	0.99409676874372	0.985361174675454
chr11	HAVANA	gene	3187360	3266415	-	ENSMUSG00000020457.13	Drg1	protein_coding	0.993902094332392	0.997993986071257	0.960270213886509
chr1	HAVANA	gene	74391509	74397285	+	ENSMUSG00000026176.13	Ctdsp1	protein_coding	0.993902494771389	0.980572776133473	0.996911349922102
chr11	HAVANA	gene	116336353	116413032	-	ENSMUSG00000052949.14	Rnf157	protein_coding	0.993903819003658	0.994766414575278	0.958938496971634
chr14	HAVANA	gene	121911253	121915781	-	ENSMUSG00000050350.8	GRp18	protein_coding	0.993904422731402	NA	0.962450325839229
chr14	HAVANA	gene	61219115	61258490	-	ENSMUSG00000035296.14	Sgcg	protein_coding	0.993905435885003	0.951948085535623	NA
chr2	HAVANA	gene	69885728	69888155	+	ENSMUSG00000085735.1	Mettl5os	antisense	0.993905856303417	NA	NA
chr15	HAVANA	gene	63824346	63845177	-	ENSMUSG00000056293.12	Gsdmc2	protein_coding	0.993907962479961	0.946638497762092	0.989026468134941
chr11	HAVANA	gene	32533305	32624587	+	ENSMUSG00000020272.8	Stk10	protein_coding	0.993908037933808	0.824849843039083	0.987994699296007
chr13	HAVANA	gene	110395046	110400844	+	ENSMUSG00000021701.8	Plk2	protein_coding	0.993908593331033	0.993945292830194	0.766760649395937
chr1	HAVANA	gene	191717834	191784255	+	ENSMUSG00000026623.16	Lpgat1	protein_coding	0.993908771247562	0.879665902235012	0.993721942167501
chr8	HAVANA	gene	119992438	120052793	+	ENSMUSG00000031825.16	Crispld2	protein_coding	0.993909287875076	0.994294331356537	0.961334063157535
chr3	HAVANA	gene	94310089	94332540	+	ENSMUSG00000028145.9	Them4	protein_coding	0.993909657690967	0.998786595754319	0.960437429263317
chr17	HAVANA	gene	25834465	25841763	-	ENSMUSG00000093593.1	RP23-356J2.13	protein_coding	0.993910029345015	0.993896568311994	0.961182377956426
chr17	HAVANA	gene	28522381	28523148	-	ENSMUSG00000097714.1	RP23-23B10.3	lincRNA	0.993910661289653	NA	NA
chr14	HAVANA	gene	57123303	57133611	-	ENSMUSG00000040055.9	Gjb6	protein_coding	0.993910845764368	0.997624576382997	0.9595602843911
chr4	HAVANA	gene	99765402	99929813	-	ENSMUSG00000028549.17	Itgb3bp	protein_coding	0.993911374780668	0.994850679640625	0.980003551459736
chr4	HAVANA	gene	93334138	93335511	-	ENSMUSG00000054000.5	Tusc1	protein_coding	0.993911465551755	0.560759971312136	0.980355218077544
chr8	HAVANA	gene	71456705	71463655	-	ENSMUSG00000007950.9	Abhd8	protein_coding	0.993911830981636	0.998814888674321	0.959998114084923
chr19	HAVANA	gene	6941861	6951898	+	ENSMUSG00000024959.13	Bad	protein_coding	0.993912291271776	0.998178592461313	0.959531011988332
chr4	HAVANA	gene	151989633	151996258	-	ENSMUSG00000047777.9	Phf13	protein_coding	0.993913480355643	0.997473122461199	0.978972313973255
chr7	HAVANA	gene	100227394	100278868	+	ENSMUSG00000030729.17	Pgm2l1	protein_coding	0.993915330867755	0.993906426787048	0.958645201202679
chr9	HAVANA	gene	68653786	69388246	+	ENSMUSG00000032238.17	Rora	protein_coding	0.993917138792943	0.997911073368641	0.958690376544485
chr12	HAVANA	gene	115158403	115158835	-	ENSMUSG00000093894.1	Ighv1-53	IG_V_gene	0.993917429127246	NA	0.959036906209111
chr5	HAVANA	gene	128757791	128953486	-	ENSMUSG00000029420.12	Rimbp2	protein_coding	0.993917502773958	0.944549057714048	NA
chr19	HAVANA	gene	6080762	6084944	-	ENSMUSG00000024792.8	Zfpl1	protein_coding	0.99391764889377	0.987718648507074	0.959211358149723
chr11	HAVANA	gene	94211454	94215495	+	ENSMUSG00000037573.5	Tob1	protein_coding	0.993918026131338	0.998839015991454	0.961643200116583
chr17	HAVANA	gene	26091734	26095508	-	ENSMUSG00000024177.8	Nme4	protein_coding	0.993918549125939	0.9939688422544	0.958605675509238
chr5	HAVANA	gene	86804221	86836659	+	ENSMUSG00000035851.14	Ythdc1	protein_coding	0.993918812272826	0.996815407235435	0.960525617781321
chr8	HAVANA	gene	40279166	40308331	-	ENSMUSG00000031603.14	Fgf20	protein_coding	0.993919173425949	0.994187553340028	NA
chr5	HAVANA	gene	121518613	121545482	-	ENSMUSG00000105340.5	RP23-181P9.2	protein_coding	0.993920332297605	0.996847536501269	0.960638586517125
chr10	HAVANA	gene	54075922	54081081	+	ENSMUSG00000097069.1	RP23-475H6.1	bidirectional_promoter_lncRNA	0.993920452920377	NA	NA
chr19	ENSEMBL	gene	3908870	3912717	-	ENSMUSG00000059734.6	Ndufs8	protein_coding	0.993920720145652	0.994342571923385	0.95988653036807
chr12	HAVANA	gene	84149176	84218881	-	ENSMUSG00000042507.15	Elmsan1	protein_coding	0.993920881078209	0.916477800728243	0.986279986762725
chr7	HAVANA	gene	30522226	30535060	-	ENSMUSG00000036882.7	Arhgap33	protein_coding	0.993921624713756	0.994056332486436	0.959217801066623
chr11	HAVANA	gene	121237253	121255856	+	ENSMUSG00000000056.7	Narf	protein_coding	0.993921809636274	0.995119976037571	0.782480589698875
chr17	ENSEMBL	gene	78508063	78627409	+	ENSMUSG00000024076.9	Vit	protein_coding	0.993922579916939	0.995038047566651	NA
chr7	HAVANA	gene	140856957	140864372	+	ENSMUSG00000025485.13	Ric8	protein_coding	0.993923156142177	0.994941042586413	0.958895129243187
chr19	ENSEMBL	gene	32672563	32712298	-	ENSMUSG00000013662.5	Atad1	protein_coding	0.99392336963806	0.994050114991786	0.960516069439836
chr17	HAVANA	gene	35424850	35430055	+	ENSMUSG00000073409.12	H2-Q6	protein_coding	0.993923980063257	0.827242460268226	0.98310734301833
chr3	HAVANA	gene	5218526	5415857	+	ENSMUSG00000025255.18	Zfhx4	protein_coding	0.993924159561145	0.9701854520897	0.995760097075047
chr8	HAVANA	gene	13566948	13677603	-	ENSMUSG00000031453.16	Rasa3	protein_coding	0.993924567026404	0.853078160433856	0.602988892367443
chrX	HAVANA	gene	74351276	74353618	-	ENSMUSG00000015289.4	Lage3	protein_coding	0.993924898886474	0.998393375349782	0.960217593716655
chr13	HAVANA	gene	95696853	95702739	+	ENSMUSG00000021675.4	F2rl2	protein_coding	0.993926207080092	NA	NA
chr1	HAVANA	gene	85641222	85650585	-	ENSMUSG00000090246.1	AC147806.8	antisense	0.993927333648344	NA	NA
chr7	HAVANA	gene	141493136	141539857	-	ENSMUSG00000025512.15	Chid1	protein_coding	0.993927427797	0.970859382677796	0.988116469479964
chr2	HAVANA	gene	93980550	94010807	-	ENSMUSG00000040174.14	Alkbh3	protein_coding	0.993927647584855	0.995768054974129	0.95920631612771
chr2	HAVANA	gene	127138772	127143442	-	ENSMUSG00000074825.4	Itpripl1	protein_coding	0.993928262807846	0.997505654398306	0.958934816328928
chr4	HAVANA	gene	11156431	11174379	+	ENSMUSG00000028211.11	Trp53inp1	protein_coding	0.993928368827155	0.996284169669383	0.7452662925252
chr19	ENSEMBL	gene	8836929	8839246	-	ENSMUSG00000071658.4	Gng3	protein_coding	0.993928406663432	0.99466958808043	NA
chr7	HAVANA	gene	127271879	127274055	-	ENSMUSG00000049091.6	Sephs2	protein_coding	0.993928435513295	0.994743082291857	0.958601918296847
chr15	HAVANA	gene	81584174	81585028	-	ENSMUSG00000103520.1	RP23-310L8.1	TEC	0.993929635099725	0.998778888509026	0.961284244764331
chr17	HAVANA	gene	53829637	53846339	-	ENSMUSG00000023122.6	Sult1c2	protein_coding	0.993930439374111	0.993091346592859	0.979105358695367
